Document,Section,Chapter,Keywords,PDF Start Page,PDF End Page,Markdown File
Information Systems 622 Study Guide,Corrective Maintenance,CHAPTER 6: Managing Systems Support and Security,corrective; maintenance; type; focused; fixing; errors,209,209,documents/information-systems-622-study-guide/sections/6-2-2-corrective-maintenance.md
Information Systems 622 Study Guide,Adaptive Maintenance,CHAPTER 6: Managing Systems Support and Security,adaptive; maintenance; involves; adding; new; capabilities; enhancements,209,209,documents/information-systems-622-study-guide/sections/6-2-3-adaptive-maintenance.md
Information Systems 622 Study Guide,Perfective Maintenance,CHAPTER 6: Managing Systems Support and Security,perfective; maintenance; aims; improve; efficiency,209,209,documents/information-systems-622-study-guide/sections/6-2-4-perfective-maintenance.md
Information Systems 622 Study Guide,Preventive Maintenance,CHAPTER 6: Managing Systems Support and Security,maintenance; corrective; environment; costs; system's; adaptive; errors; operational; any; preventive; use; which,209,212,documents/information-systems-622-study-guide/sections/6-2-5-preventive-maintenance.md
Information Systems 622 Study Guide,MAINTENANCE MANAGEMENT,CHAPTER 6: Managing Systems Support and Security,maintenance; team; administrator; control; configuration; operation; effective; involves; strong; quality; assurance; cost,213,213,documents/information-systems-622-study-guide/sections/6-3-maintenance-management.md
Information Systems 622 Study Guide,The Maintenance Team,CHAPTER 6: Managing Systems Support and Security,maintenance; team; adaptive; designs; tests; request; can; new; implements; solution; standard; requests,211,213,documents/information-systems-622-study-guide/sections/6-3-1-the-maintenance-team.md
Information Systems 622 Study Guide,Maintenance Requests,CHAPTER 6: Managing Systems Support and Security,request; maintenance; requests; administrator; process; whether; issue; immediate; involves; cost; committee; typically,214,214,documents/information-systems-622-study-guide/sections/6-3-2-maintenance-requests.md
Information Systems 622 Study Guide,Establishing Priorities,CHAPTER 6: Managing Systems Support and Security,maintenance; new; priorities; requests; establishing; all; together; better; many; organizations; committee; separates,215,215,documents/information-systems-622-study-guide/sections/6-3-3-establishing-priorities.md
Information Systems 622 Study Guide,Configuration Management,CHAPTER 6: Managing Systems Support and Security,maintenance; team; analysts; skills; they; configuration; administrator; programmers; issues; staff; organizations; use,213,215,documents/information-systems-622-study-guide/sections/6-3-4-configuration-management.md
Information Systems 622 Study Guide,Maintenance Releases,CHAPTER 6: Managing Systems Support and Security,maintenance; releases; tracking; changes; updates; can; challenging; especially; complex,216,216,documents/information-systems-622-study-guide/sections/6-3-5-maintenance-releases.md
Information Systems 622 Study Guide,Version Control,CHAPTER 6: Managing Systems Support and Security,version; control; new; release; several; use; free; open-source; most; git; process; tracking,217,217,documents/information-systems-622-study-guide/sections/6-3-6-version-control.md
Information Systems 622 Study Guide,Baselines,CHAPTER 6: Managing Systems Support and Security,baselines; baseline; serves; formal; point; used; measure; characteristics; specific; time; analysts; use,218,218,documents/information-systems-622-study-guide/sections/6-3-7-baselines.md
Information Systems 622 Study Guide,SYSTEM PERFORMANCE MANAGEMENT,CHAPTER 6: Managing Systems Support and Security,performance; tools; software; case; companies; used; networks; business; workload; automated; can; monitors,219,219,documents/information-systems-622-study-guide/sections/6-4-system-performance-management.md
Information Systems 622 Study Guide,Fault Management,CHAPTER 6: Managing Systems Support and Security,fault; every; regardless; well; designed; will; experience; some; issues; such; hardware; failures,219,219,documents/information-systems-622-study-guide/sections/6-4-1-fault-management.md
Information Systems 622 Study Guide,Performance and Workload Measurement,CHAPTER 6: Managing Systems Support and Security,performance; workload; measurement; network; delays; many; companies; benchmark; testing; e-business; slow; can,220,220,documents/information-systems-622-study-guide/sections/6-4-2-performance-and-workload-measurement.md
Information Systems 622 Study Guide,Capacity Planning,CHAPTER 6: Managing Systems Support and Security,capacity; planning; performance; future; can; current; necessary; meet; model; what-if; analysis; like,221,222,documents/information-systems-622-study-guide/sections/6-4-3-capacity-planning.md
Information Systems 622 Study Guide,SYSTEM SECURITY,CHAPTER 6: Managing Systems Support and Security,security; attacks; vital; component; every; ensures; remains; protected; secure; dependable; global; environment,223,223,documents/information-systems-622-study-guide/sections/6-5-system-security.md
Information Systems 622 Study Guide,System Security Concepts,CHAPTER 6: Managing Systems Support and Security,risk; security; risks; tilley; rosenblatt; three; unauthorized; access; potential; such; reliable; protected,223,226,documents/information-systems-622-study-guide/sections/6-5-1-system-security-concepts.md
Information Systems 622 Study Guide,SECURITY LEVELS,CHAPTER 6: Managing Systems Support and Security,security; levels; requires; comprehensive; approach; encompasses; six; interconnected,227,227,documents/information-systems-622-study-guide/sections/6-6-security-levels.md
Information Systems 622 Study Guide,Physical Security,CHAPTER 6: Managing Systems Support and Security,security; physical; all; must; operations; access; levels; network; which; crucial; equipment; chain,227,230,documents/information-systems-622-study-guide/sections/6-6-1-physical-security.md
Information Systems 622 Study Guide,Network Security,CHAPTER 6: Managing Systems Support and Security,network; key; security; traffic; encryption; wireless; private; can; public; wpa; which; unauthorized,231,235,documents/information-systems-622-study-guide/sections/6-6-2-network-security.md
Information Systems 622 Study Guide,6. 7 BACKUP AND RECOVERY,6. 7 BACKUP AND RECOVERY,recovery; backup; disaster; plan; every; must; have; provisions; refers; copying; specified; intervals,236,236,documents/information-systems-622-study-guide/sections/6-6-7-backup-and-recovery.md
Information Systems 622 Study Guide,Global Terrorism,6. 7 BACKUP AND RECOVERY,terrorism; global; disaster; recovery; many; backup; has; new; tragic; events; september; growing,236,236,documents/information-systems-622-study-guide/sections/6-7-1-global-terrorism.md
Information Systems 622 Study Guide,Backup Policies,6. 7 BACKUP AND RECOVERY,backup; policies; business; policy; key; element; protection; which; outlines; specific; instructions; procedures,236,236,documents/information-systems-622-study-guide/sections/6-7-2-backup-policies.md
Information Systems 622 Study Guide,Retention Periods,6. 7 BACKUP AND RECOVERY,backup; full; storage; backups; differential; continuous; files; media; while; many; often; incremental,237,237,documents/information-systems-622-study-guide/sections/6-7-4-retention-periods.md
Information Systems 622 Study Guide,Business Continuity Issues,6. 7 BACKUP AND RECOVERY,business; plan; recovery; continuity; disaster; issues; emergency; necessary; actions; levels; assets; operations,238,238,documents/information-systems-622-study-guide/sections/6-7-5-business-continuity-issues.md
Information Systems 622 Study Guide,SYSTEM RETIREMENT,6. 7 BACKUP AND RECOVERY,maintenance; operational; new; technology; users; retirement; becomes; obsolete; cards; were; life; user,239,239,documents/information-systems-622-study-guide/sections/6-8-system-retirement.md
Information Systems 622 Study Guide,FUTURE CHALLENGES AND OPPORTUNITIES,6. 7 BACKUP AND RECOVERY,challenges; future; opportunities; change; but; individuals; being; plan; there; old; saying; only,240,240,documents/information-systems-622-study-guide/sections/6-9-future-challenges-and-opportunities.md
Information Systems 622 Study Guide,Trends and Predictions,6. 7 BACKUP AND RECOVERY,will; trends; computing; security; cloud; become; predictions; face; forces; some; service; most,240,241,documents/information-systems-622-study-guide/sections/6-9-1-trends-and-predictions.md
Information Systems 622 Study Guide,Strategic Planning for IT Professionals,6. 7 BACKUP AND RECOVERY,like; goals; strategic; career; next; can; planning; professionals; just; individuals; plan; years,242,242,documents/information-systems-622-study-guide/sections/6-9-2-strategic-planning-for-it-professionals.md
Information Systems 622 Study Guide,IT Credentials and Certification,6. 7 BACKUP AND RECOVERY,certification; credentials; have; level; recent; years; technical; become; increasingly; both; employers; employees,242,242,documents/information-systems-622-study-guide/sections/6-9-3-it-credentials-and-certification.md
Information Systems 622 Study Guide,Critical Thinking Skills,6. 7 BACKUP AND RECOVERY,critical; thinking; skills; soft; but; career; can; technical; must; employers; new; may,243,243,documents/information-systems-622-study-guide/sections/6-9-4-critical-thinking-skills.md
Information Systems 622 Study Guide,Cyberethics,6. 7 BACKUP AND RECOVERY,you; ethical; decisions; would; cyberethics; professionals; have; implications; may; what; your; scenario,243,243,documents/information-systems-622-study-guide/sections/6-9-5-cyberethics.md
Information Systems 622 Study Guide,SUMMARY,6. 7 BACKUP AND RECOVERY,maintenance; changes; support; requests; adaptive; new; perfective; issues; staff; initiated; analysts; security,244,244,documents/information-systems-622-study-guide/sections/194-summary.md
Information Systems 622 Study Guide,EXERCISES,6. 7 BACKUP AND RECOVERY,maintenance; you; ethical; decisions; would; support; adaptive; exercises; career; diagrams; can; critical,243,246,documents/information-systems-622-study-guide/sections/195-exercises.md
Information Systems 622 Study Guide,REFERENCES,6. 7 BACKUP AND RECOVERY,journal; security; implementation; software; analysis; cloud; quality; anderson; modern; comprehensive; agile; education,247,247,documents/information-systems-622-study-guide/sections/196-references.md
Machine Learning 600 Study Guide,Chapter 1: Introduction to Machine Learning,Chapter 1: Introduction to Machine Learning,machine; outcomes; reading; learner; understand; learn; types; supervised; unsupervised; reinforcement; explore; real-world,8,8,documents/machine-learning-600-study-guide/sections/1-chapter-1-introduction-to-machine-learning.md
Machine Learning 600 Study Guide,Overview of Machine Learning,Chapter 1: Introduction to Machine Learning,machine; models; make; predictions; such; model; revenue; subfield; artificial; intelligence; focuses; developing,8,8,documents/machine-learning-600-study-guide/sections/1-1-overview-of-machine-learning.md
Machine Learning 600 Study Guide,Modeling,Chapter 1: Introduction to Machine Learning,modeling; machine; model; may; before; delving; crucial; understand; mathematical; framework; defines; relationship,8,8,documents/machine-learning-600-study-guide/sections/1-2-modeling.md
Machine Learning 600 Study Guide,Types of Machine Learning,Chapter 1: Introduction to Machine Learning,supervised; classification; predicting; regression; unsupervised; output; training; continuous; machine; will; two; input,9,10,documents/machine-learning-600-study-guide/sections/1-3-types-of-machine-learning.md
Machine Learning 600 Study Guide,Overfitting and Underfitting,Chapter 1: Introduction to Machine Learning,model; underfitting; overfitting; simple; machine; two; pattern; training; too; line; fits; well,11,12,documents/machine-learning-600-study-guide/sections/1-4-overfitting-and-underfitting.md
Machine Learning 600 Study Guide,Correctness,Chapter 1: Introduction to Machine Learning,model; predicts; positive; negative; case; correctness; machine; accuracy; predictions; when; correctly; over,13,13,documents/machine-learning-600-study-guide/sections/1-5-correctness.md
Machine Learning 600 Study Guide,The Bias-Variance Tradeoff,Chapter 1: Introduction to Machine Learning,model; variance; bias-variance; tradeoff; bias; too; training; machine; error; models; features; tend,14,14,documents/machine-learning-600-study-guide/sections/1-6-the-bias-variance-tradeoff.md
Machine Learning 600 Study Guide,Feature Engineering,Chapter 1: Introduction to Machine Learning,feature; machine; can; such; features; engineering; process; raw; extraction; selection; format; numerical,15,15,documents/machine-learning-600-study-guide/sections/1-7-feature-engineering.md
Machine Learning 600 Study Guide,Real-World Applications of Machine Learning,Chapter 1: Introduction to Machine Learning,machine; customer; real-world; healthcare; transportation; models; analyze; banking; has; enabling; automation; improving,16,18,documents/machine-learning-600-study-guide/sections/1-8-real-world-applications-of-machine-learning.md
Machine Learning 600 Study Guide,Introduction to Python ML Libraries,Chapter 1: Introduction to Machine Learning,python; pandas; libraries; machine; scikit-learn; numpy; install; dataset; model; its; matplotlib; load,19,20,documents/machine-learning-600-study-guide/sections/1-9-introduction-to-python-ml-libraries.md
Machine Learning 600 Study Guide,Revision Questions,Chapter 1: Introduction to Machine Learning,machine; what; revision; explain; why; feature; does; differ; traditional; differences; supervised; unsupervised,21,21,documents/machine-learning-600-study-guide/sections/1-10-revision-questions.md
Machine Learning 600 Study Guide,Chapter Two: Data Preprocessing and Feature Engineering,Chapter Two: Data Preprocessing and Feature Engineering,feature; preprocessing; understand; two; engineering; techniques; machine; outcomes; reading; learner; differences; structured,22,22,documents/machine-learning-600-study-guide/sections/2-chapter-two-data-preprocessing-and-feature-engineering.md
Machine Learning 600 Study Guide,Understanding Datasets,Chapter Two: Data Preprocessing and Feature Engineering,understanding; datasets; machine,22,22,documents/machine-learning-600-study-guide/sections/2-1-understanding-datasets.md
Machine Learning 600 Study Guide,Data Cleaning,Chapter Two: Data Preprocessing and Feature Engineering,structured; unstructured; machine; techniques; such; fig; handling; feature; understand; datasets; types; analysis,22,27,documents/machine-learning-600-study-guide/sections/2-2-data-cleaning.md
Machine Learning 600 Study Guide,Feature Scaling and Normalization,Chapter Two: Data Preprocessing and Feature Engineering,feature; scaling; scaled; standardized; normalization; min-max; minmaxscaler; standardscaler; scaler; fit; transform; print,28,28,documents/machine-learning-600-study-guide/sections/2-3-feature-scaling-and-normalization.md
Machine Learning 600 Study Guide,Principal Component Analysis (PCA),Chapter Two: Data Preprocessing and Feature Engineering,pca; features; dataset; principal; analysis; component; new; variance; dimensionality; while; reduction; number,29,34,documents/machine-learning-600-study-guide/sections/2-4-principal-component-analysis-pca.md
Machine Learning 600 Study Guide,Applications of PCA,Chapter Two: Data Preprocessing and Feature Engineering,pca; feature; images; dataset; extraction; applying; two; features; scale; dimensionality; cancer; visualization,35,44,documents/machine-learning-600-study-guide/sections/2-5-applications-of-pca.md
Machine Learning 600 Study Guide,Summary of Key Concepts,Chapter Two: Data Preprocessing and Feature Engineering,key; machine; takeaways; structured; organized; tabular; databases; spreadsheets; unstructured; raw; such; images,45,45,documents/machine-learning-600-study-guide/sections/2-6-summary-of-key-concepts.md
Machine Learning 600 Study Guide,Review Questions,Chapter Two: Data Preprocessing and Feature Engineering,pca; why; machine; they; you; model; what; difference; feature; dimensionality; dataset; apply,45,46,documents/machine-learning-600-study-guide/sections/2-7-review-questions.md
Machine Learning 600 Study Guide,Chapter 3: Supervised Learning – Regression Algorithms,Chapter 3: Supervised Learning – Regression Algorithms,regression; supervised; machine; outcomes; reading; learner; understand; role; predicting; continuous; values; deeply,47,47,documents/machine-learning-600-study-guide/sections/3-chapter-3-supervised-learning-regression-algorithms.md
Machine Learning 600 Study Guide,What is Supervised Learning?,Chapter 3: Supervised Learning – Regression Algorithms,what; supervised; machine,47,47,documents/machine-learning-600-study-guide/sections/3-1-what-is-supervised-learning.md
Machine Learning 600 Study Guide,Regression,Chapter 3: Supervised Learning – Regression Algorithms,regression; supervised; machine; outcomes; reading; learner; understand; role; predicting; continuous; values,47,47,documents/machine-learning-600-study-guide/sections/3-2-regression.md
Machine Learning 600 Study Guide,Linear Regression,Chapter 3: Supervised Learning – Regression Algorithms,regression; supervised; model; prices; house; features; predicting; price; labeled; training; such; stock,47,50,documents/machine-learning-600-study-guide/sections/3-3-linear-regression.md
Machine Learning 600 Study Guide,Polynomial Regression,Chapter 3: Supervised Learning – Regression Algorithms,polynomial; regression; model; price; plt; poly; house; degree; pipeline; predict; predicted; flexibility,51,52,documents/machine-learning-600-study-guide/sections/3-4-polynomial-regression.md
Machine Learning 600 Study Guide,Decision Tree Regression,Chapter 3: Supervised Learning – Regression Algorithms,decision; tree; trees; model; regression; you; node; feature; split; they; predicted; price,53,61,documents/machine-learning-600-study-guide/sections/3-5-decision-tree-regression.md
Machine Learning 600 Study Guide,Hands-on Exercise: House Price Prediction,Chapter 3: Supervised Learning – Regression Algorithms,regression; model; dataset; linear; decision; what; house; tree; you; prices; models; polynomial,62,63,documents/machine-learning-600-study-guide/sections/3-6-hands-on-exercise-house-price-prediction.md
Machine Learning 600 Study Guide,Chapter Four: Supervised learning: Classification Algorithms,Chapter Four: Supervised learning: Classification Algorithms,four; supervised; classification; machine,64,64,documents/machine-learning-600-study-guide/sections/4-chapter-four-supervised-learning-classification-algorithms.md
Machine Learning 600 Study Guide,What is Classification?,Chapter Four: Supervised learning: Classification Algorithms,classification; machine; what; four; supervised; outcomes; reading; learner; understand; fundamental,64,64,documents/machine-learning-600-study-guide/sections/4-1-what-is-classification.md
Machine Learning 600 Study Guide,Logistic Regression,Chapter Four: Supervised learning: Classification Algorithms,classification; logistic; regression; import; train; test; random; models; where; detection; model; sklearn,64,66,documents/machine-learning-600-study-guide/sections/4-2-logistic-regression.md
Machine Learning 600 Study Guide,k-Nearest Neighbors (k-NN),Chapter Four: Supervised learning: Classification Algorithms,neighbors; point; k-nearest; k-nn; closest; prediction; training; points; neighbor; can; its; when,67,72,documents/machine-learning-600-study-guide/sections/4-3-k-nearest-neighbors-knn.md
Machine Learning 600 Study Guide,Support Vector Machines (SVM),Chapter Four: Supervised learning: Classification Algorithms,svm; model; train; test; accuracy; digits; both; decision; sklearn; import; classified; line,73,83,documents/machine-learning-600-study-guide/sections/4-4-support-vector-machines-svm.md
Machine Learning 600 Study Guide,Chapter 5: Unsupervised Learning – Clustering Algorithms,Chapter 5: Unsupervised Learning – Clustering Algorithms,clustering; unsupervised; machine; outcomes; reading; learner; understand; fundamentals; differs; supervised; learn; k-means,84,84,documents/machine-learning-600-study-guide/sections/5-chapter-5-unsupervised-learning-clustering-algorithms.md
Machine Learning 600 Study Guide,Introduction,Chapter 5: Unsupervised Learning – Clustering Algorithms,machine,84,84,documents/machine-learning-600-study-guide/sections/5-1-introduction.md
Machine Learning 600 Study Guide,Clustering,Chapter 5: Unsupervised Learning – Clustering Algorithms,clustering; unsupervised; where; machine; supervised; learn; customer; segmentation; anomaly; detection; models; spam,84,84,documents/machine-learning-600-study-guide/sections/5-2-clustering.md
Machine Learning 600 Study Guide,k-Means Clustering,Chapter 5: Unsupervised Learning – Clustering Algorithms,k-means; clustering; kkk; clusters; points; assigned; cluster; customer; segmentation; centroids; machine; centroid-based,85,85,documents/machine-learning-600-study-guide/sections/5-3-k-means-clustering.md
Machine Learning 600 Study Guide,Hierarchical Clustering,Chapter 5: Unsupervised Learning – Clustering Algorithms,clustering; k-means; segmentation; customer; unsupervised; clusters; where; points; kkk; import; hierarchical; machine,84,88,documents/machine-learning-600-study-guide/sections/5-4-hierarchical-clustering.md
Machine Learning 600 Study Guide,Density-Based Clustering (DBSCAN),Chapter 5: Unsupervised Learning – Clustering Algorithms,dbscan; clustering; clusters; density-based; noise; points; cluster; machine; spatial; identifies; dense; separates,89,89,documents/machine-learning-600-study-guide/sections/5-5-density-based-clustering-dbscan.md
Machine Learning 600 Study Guide,Clustering Evaluation Metrics,Chapter 5: Unsupervised Learning – Clustering Algorithms,cluster; clustering; points; clusters; centers; k-means; dataset; point; metrics; assign; center; then,90,169,documents/machine-learning-600-study-guide/sections/5-6-clustering-evaluation-metrics.md
Internet Programming 622 Study Guide,Topic 1: PHP and HTML Form,Topic 1: PHP and HTML Form,web; html; content; php; form; internet; accessibility; describe; design; identify; like; outcomes,9,9,documents/internet-programming-622-study-guide/sections/1-topic-1-php-and-html-form.md
Internet Programming 622 Study Guide,Introduction,Topic 1: PHP and HTML Form,forms; web; you; html; let; email; receive; order; internet; most; ways; input,9,9,documents/internet-programming-622-study-guide/sections/1-0-introduction.md
Internet Programming 622 Study Guide,How HTML Forms Work,Topic 1: PHP and HTML Form,form; html; php; myscript; forms; tag; web; work; before; elements; fields; buttons,10,11,documents/internet-programming-622-study-guide/sections/1-1-how-html-forms-work.md
Internet Programming 622 Study Guide,Creating An HTML Form,Topic 1: PHP and HTML Form,label; input; type; form; name; value; html; field; button; radio; creating; web,12,19,documents/internet-programming-622-study-guide/sections/1-2-creating-an-html-form.md
Internet Programming 622 Study Guide,Capturing Form Data With PHP,Topic 1: PHP and HTML Form,form; php; superglobal; script; you; get; values; html; method; array; field; sent,20,27,documents/internet-programming-622-study-guide/sections/1-3-capturing-form-data-with-php.md
Internet Programming 622 Study Guide,PHP Form Data And Security,Topic 1: PHP and HTML Form,user; security; input; email; you; form; displaying; could; your; php; html; post,28,29,documents/internet-programming-622-study-guide/sections/1-4-php-form-data-and-security.md
Internet Programming 622 Study Guide,Handling Empty Form Fields,Topic 1: PHP and HTML Form,field; sent; form; button; empty; value; nothing; all; name; when; php; not,30,32,documents/internet-programming-622-study-guide/sections/1-5-handling-empty-form-fields.md
Internet Programming 622 Study Guide,Generating Web Forms With PHP,Topic 1: PHP and HTML Form,fields; form; error; filled; script; required; missing; message; checks; field; ensures; entered,33,36,documents/internet-programming-622-study-guide/sections/1-6-generating-web-forms-with-php.md
Internet Programming 622 Study Guide,PHP Form Validation,Topic 1: PHP and HTML Form,form; user; input; have; validation; fields; php; html; just; inputs; database; can,37,39,documents/internet-programming-622-study-guide/sections/1-7-php-form-validation.md
Internet Programming 622 Study Guide,Review Questions,Topic 1: PHP and HTML Form,php; form; create; email; implement; password; file; name; age; validation; ensure; fields,40,41,documents/internet-programming-622-study-guide/sections/10-review-questions.md
Internet Programming 622 Study Guide,Topic 2: Session Controls and Cookies,Topic 2: Session Controls and Cookies,cookies; session; controls; php; create; internet; outcomes; reading; learner; demonstrate; understanding; saving,42,42,documents/internet-programming-622-study-guide/sections/2-topic-2-session-controls-and-cookies.md
Internet Programming 622 Study Guide,Introduction,Topic 2: Session Controls and Cookies,internet,42,42,documents/internet-programming-622-study-guide/sections/2-0-introduction.md
Internet Programming 622 Study Guide,Cookies,Topic 2: Session Controls and Cookies,web; cookies; you; store; php; remember; browser; requests; cart; state; create; previous,42,49,documents/internet-programming-622-study-guide/sections/2-1-cookies.md
Internet Programming 622 Study Guide,Sessions,Topic 2: Session Controls and Cookies,session; sessions; you; variables; preferences; can; php; cookie; user; start; array; hits,50,53,documents/internet-programming-622-study-guide/sections/2-2-sessions.md
Internet Programming 622 Study Guide,Alternative to Cookies,Topic 2: Session Controls and Cookies,session; php; alternative; form; every; cookies; passing; fields; urls; can; link; rewrite,54,54,documents/internet-programming-622-study-guide/sections/2-3-alternative-to-cookies.md
Internet Programming 622 Study Guide,Combining Cookies And Sessions,Topic 2: Session Controls and Cookies,option; bgcolor; state; cookie; post; value; php; backgroundname; combining; cookies; sessions; you,55,56,documents/internet-programming-622-study-guide/sections/2-4-combining-cookies-and-sessions.md
Internet Programming 622 Study Guide,Review Questions,Topic 2: Session Controls and Cookies,user; php; session; sessions; login; username; cookie; steps; cookies; create; successful; value,57,58,documents/internet-programming-622-study-guide/sections/17-review-questions.md
Internet Programming 622 Study Guide,Topic 3: File System Management,Topic 3: File System Management,files; directories; php; file; demonstrate; understanding; work; various; functions; stored; because; scripts,59,59,documents/internet-programming-622-study-guide/sections/3-topic-3-file-system-management.md
Internet Programming 622 Study Guide,Understanding Files And Directories,Topic 3: File System Management,files; directories; understanding; file; often; terms; directory; internet; everything; stored; your; hard,60,60,documents/internet-programming-622-study-guide/sections/3-1-understanding-files-and-directories.md
Internet Programming 622 Study Guide,Getting Information on Files,Topic 3: File System Management,file; exists; files; getting; you; can; use; home; chris; myfile; txt; returns,61,61,documents/internet-programming-622-study-guide/sections/3-2-getting-information-on-files.md
Internet Programming 622 Study Guide,Time-Related Properties,Topic 3: File System Management,file; was; properties; modified; time; last; unix; which; timestamp; time-related; contents; files,62,62,documents/internet-programming-622-study-guide/sections/3-3-time-related-properties.md
Internet Programming 622 Study Guide,Retrieving A Filename from A Path,Topic 3: File System Management,filename; path; basename; you; docs; directory; file; assigns; home; james; doc; retrieving,63,63,documents/internet-programming-622-study-guide/sections/3-4-retrieving-a-filename-from-a-path.md
Internet Programming 622 Study Guide,Opening And Closing Files,Topic 3: File System Management,file; open; reading; writing; will; fopen; exist; handle; opened; opening; closing; you,63,65,documents/internet-programming-622-study-guide/sections/3-5-opening-and-closing-files.md
Internet Programming 622 Study Guide,Opening A File With fopen(),Topic 3: File System Management,file; open; php; will; you; pointer; reading; fopen; write; mode; path; txt,66,67,documents/internet-programming-622-study-guide/sections/3-6-opening-a-file-with-fopen.md
Internet Programming 622 Study Guide,Closing Files With fclose(),Topic 3: File System Management,closing; files; fclose; internet,68,68,documents/internet-programming-622-study-guide/sections/3-7-closing-files-with-fclose.md
Internet Programming 622 Study Guide,Reading and Writing To Files,Topic 3: File System Management,file; handle; txt; reads; fopen; fclose; line; contents; files; you; outputs; reading,69,72,documents/internet-programming-622-study-guide/sections/3-8-reading-and-writing-to-files.md
Internet Programming 622 Study Guide,Reading and Writing Strings Of Characters,Topic 3: File System Management,characters; file; handle; fread; read; string; ten; reading; number; will; writing; txt,73,76,documents/internet-programming-622-study-guide/sections/3-9-reading-and-writing-strings-of-characters.md
Internet Programming 622 Study Guide,Testing For The End Of A File,Topic 3: File System Management,file; handle; hello; feof; world; end; returns; true; txt; characters; fread; echo,77,78,documents/internet-programming-622-study-guide/sections/3-10-testing-for-the-end-of-a-file.md
Internet Programming 622 Study Guide,Reading One Line At A Time,Topic 3: File System Management,line; file; reading; read; fgets; time; when; end; characters; files; returns; can,79,79,documents/internet-programming-622-study-guide/sections/3-11-reading-one-line-at-a-time.md
Internet Programming 622 Study Guide,Reading And Writing Entire Files,Topic 3: File System Management,file; lines; line; contents; files; include; you; array; reading; writing; can; open,80,82,documents/internet-programming-622-study-guide/sections/3-12-reading-and-writing-entire-files.md
Internet Programming 622 Study Guide,Random Access To File Data,Topic 3: File System Management,file; pointer; fseek; you; characters; move; position; handle; offset; specified; seek; current,83,84,documents/internet-programming-622-study-guide/sections/3-13-random-access-to-file-data.md
Internet Programming 622 Study Guide,"Copying, Renaming And Deleting Files",Topic 3: File System Management,file; txt; copy; rename; myfile; files; unlink; path; directory; renaming; copied; you,85,86,documents/internet-programming-622-study-guide/sections/3-14-copying-renaming-and-deleting-files.md
Internet Programming 622 Study Guide,Working With Directories,Topic 3: File System Management,directory; handle; php; file; contents; directories; functions; you; opendir; readdir; files; can,87,89,documents/internet-programming-622-study-guide/sections/3-15-working-with-directories.md
Internet Programming 622 Study Guide,Other Directory Functions,Topic 3: File System Management,directory; home; matt; you; chdir; current; handle; usage; will; newfolder; rmdir; functions,90,92,documents/internet-programming-622-study-guide/sections/3-16-other-directory-functions.md
Internet Programming 622 Study Guide,Working With Directory Objects,Topic 3: File System Management,directory; object; dir; handle; contents; path; php; properties; home; echo; dir-; file,93,95,documents/internet-programming-622-study-guide/sections/3-17-working-with-directory-objects.md
Internet Programming 622 Study Guide,Telling A File from A Directory,Topic 3: File System Management,file; directory; filename; regular; entry; path; dir; when; you; echo; whether; checks,96,98,documents/internet-programming-622-study-guide/sections/3-18-telling-a-file-from-a-directory.md
Internet Programming 622 Study Guide,Review Questions,Topic 3: File System Management,file; task; txt; create; files; practical; directory; php; display; new; content; script,99,101,documents/internet-programming-622-study-guide/sections/37-review-questions.md
Internet Programming 622 Study Guide,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],database; databases; query; sql; structured; language; what; internet; outcomes; reading; learner; demonstrate,102,102,documents/internet-programming-622-study-guide/sections/4-topic-4-databases-and-structured-query-language-sql.md
Internet Programming 622 Study Guide,Introduction,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],you; when; files; php; they; large; internet; previous; learned; use; external; store,102,102,documents/internet-programming-622-study-guide/sections/4-0-introduction.md
Internet Programming 622 Study Guide,Database Architecture,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],database; you; architecture; going; internet; before; get; need; settle; particular; which; experiment,103,103,documents/internet-programming-622-study-guide/sections/4-1-database-architecture.md
Internet Programming 622 Study Guide,Embedded Databases,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],embedded; databases; database; its; machine; internet; engine; name; suggests; operates; uses; case,104,104,documents/internet-programming-622-study-guide/sections/4-2-embedded-databases.md
Internet Programming 622 Study Guide,Client-Server Databases,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],database; databases; client-server; server; client; typically; use; same; like; web; model; internet,104,104,documents/internet-programming-622-study-guide/sections/4-3-client-server-databases.md
Internet Programming 622 Study Guide,Database Models,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],you; database; databases; php; files; use; they; need; when; your; will; work,102,104,documents/internet-programming-622-study-guide/sections/4-4-database-models.md
Internet Programming 622 Study Guide,Simple Databases,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],simple; databases; database; rdbmss; can; relational; model; relationships; smaller; offer; they; many,105,105,documents/internet-programming-622-study-guide/sections/4-5-simple-databases.md
Internet Programming 622 Study Guide,Relational Databases,Topic 4: DATABASES AND STRUCTURED QUERY LANGUAGE [SQL],database; databases; you; embedded; use; php; have; architecture; client-server; its; same; machine,103,105,documents/internet-programming-622-study-guide/sections/4-6-relational-databases.md
